date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:40:21	56/56	---M--	200	added ('OK')	text/plain	date:Sun,%2009%20Feb%202014%2005:49:59%20GMT	http://www.bdinfosys.com/robots.txt		(from )
22:40:22	81764/81764	---M--	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202015%2016:19:53%20GMT	http://www.bdinfosys.com/demo/materialx/	C:/My%20Web%20Sites/TechPlaces/www.bdinfosys.com/demo/materialx/index.html	(from )
22:40:23	1932/1932	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Apr%202015%2016:19:52%20GMT	http://www.bdinfosys.com/demo/materialx/images/favicon.png	C:/My%20Web%20Sites/TechPlaces/www.bdinfosys.com/demo/materialx/images/favicon.png	(from http://www.bdinfosys.com/demo/materialx/)
22:40:23	10086/10086	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Apr%202015%2016:19:45%20GMT	http://www.bdinfosys.com/demo/materialx/assets/css/normalize.css	C:/My%20Web%20Sites/TechPlaces/www.bdinfosys.com/demo/materialx/assets/css/normalize.css	(from http://www.bdinfosys.com/demo/materialx/)
22:40:24	23742/23742	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Apr%202015%2016:19:46%20GMT	http://www.bdinfosys.com/demo/materialx/assets/font/font-awesome/css/font-awesome.min.css	C:/My%20Web%20Sites/TechPlaces/www.bdinfosys.com/demo/materialx/assets/font/font-awesome/css/font-awesome.min.css	(from http://www.bdinfosys.com/demo/materialx/)
22:40:26	15253/15253	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Apr%202015%2016:19:46%20GMT	http://www.bdinfosys.com/demo/materialx/assets/css/bootstrap.css	C:/My%20Web%20Sites/TechPlaces/www.bdinfosys.com/demo/materialx/assets/css/bootstrap.css	(from http://www.bdinfosys.com/demo/materialx/)
22:40:26	180706/180706	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Apr%202015%2016:19:47%20GMT	http://www.bdinfosys.com/demo/materialx/assets/libs/materialize/css/materialize.min.css	C:/My%20Web%20Sites/TechPlaces/www.bdinfosys.com/demo/materialx/assets/libs/materialize/css/materialize.min.css	(from http://www.bdinfosys.com/demo/materialx/)
22:40:27	53431/53431	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Apr%202015%2016:19:45%20GMT	http://www.bdinfosys.com/demo/materialx/assets/css/animate.min.css	C:/My%20Web%20Sites/TechPlaces/www.bdinfosys.com/demo/materialx/assets/css/animate.min.css	(from http://www.bdinfosys.com/demo/materialx/)
22:40:29	8982/8982	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Apr%202015%2016:19:47%20GMT	http://www.bdinfosys.com/demo/materialx/assets/libs/sweetalert/sweet-alert.css	C:/My%20Web%20Sites/TechPlaces/www.bdinfosys.com/demo/materialx/assets/libs/sweetalert/sweet-alert.css	(from http://www.bdinfosys.com/demo/materialx/)
22:40:30	1476/1476	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Apr%202015%2016:19:46%20GMT	http://www.bdinfosys.com/demo/materialx/assets/libs/owl-carousel/owl.carousel.css	C:/My%20Web%20Sites/TechPlaces/www.bdinfosys.com/demo/materialx/assets/libs/owl-carousel/owl.carousel.css	(from http://www.bdinfosys.com/demo/materialx/)
22:40:30	4476/4476	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Apr%202015%2016:19:46%20GMT	http://www.bdinfosys.com/demo/materialx/assets/libs/owl-carousel/owl.transitions.css	C:/My%20Web%20Sites/TechPlaces/www.bdinfosys.com/demo/materialx/assets/libs/owl-carousel/owl.transitions.css	(from http://www.bdinfosys.com/demo/materialx/)
22:40:30	1665/1665	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Apr%202015%2016:19:46%20GMT	http://www.bdinfosys.com/demo/materialx/assets/libs/owl-carousel/owl.theme.css	C:/My%20Web%20Sites/TechPlaces/www.bdinfosys.com/demo/materialx/assets/libs/owl-carousel/owl.theme.css	(from http://www.bdinfosys.com/demo/materialx/)
22:40:31	36693/36693	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Apr%202015%2016:19:45%20GMT	http://www.bdinfosys.com/demo/materialx/assets/css/main.css	C:/My%20Web%20Sites/TechPlaces/www.bdinfosys.com/demo/materialx/assets/css/main.css	(from http://www.bdinfosys.com/demo/materialx/)
22:40:31	8439/8439	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Apr%202015%2016:19:45%20GMT	http://www.bdinfosys.com/demo/materialx/assets/css/responsive.css	C:/My%20Web%20Sites/TechPlaces/www.bdinfosys.com/demo/materialx/assets/css/responsive.css	(from http://www.bdinfosys.com/demo/materialx/)
22:40:32	2073/2073	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Apr%202015%2016:19:45%20GMT	http://www.bdinfosys.com/demo/materialx/assets/css/colors/color1.css	C:/My%20Web%20Sites/TechPlaces/www.bdinfosys.com/demo/materialx/assets/css/colors/color1.css	(from http://www.bdinfosys.com/demo/materialx/)
22:40:33	22981/22981	---M--	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202015%2016:19:51%20GMT	http://www.bdinfosys.com/demo/materialx/blog.html	C:/My%20Web%20Sites/TechPlaces/www.bdinfosys.com/demo/materialx/blog.html	(from http://www.bdinfosys.com/demo/materialx/)
22:40:33	28433/28433	---M--	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202015%2016:19:53%20GMT	http://www.bdinfosys.com/demo/materialx/blog-with-sidebar.html	C:/My%20Web%20Sites/TechPlaces/www.bdinfosys.com/demo/materialx/blog-with-sidebar.html	(from http://www.bdinfosys.com/demo/materialx/)
22:40:34	30246/30246	---M--	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202015%2016:19:53%20GMT	http://www.bdinfosys.com/demo/materialx/single.html	C:/My%20Web%20Sites/TechPlaces/www.bdinfosys.com/demo/materialx/single.html	(from http://www.bdinfosys.com/demo/materialx/)
22:40:38	34886/34886	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Apr%202015%2016:19:52%20GMT	http://www.bdinfosys.com/demo/materialx/images/logo.png	C:/My%20Web%20Sites/TechPlaces/www.bdinfosys.com/demo/materialx/images/logo.png	(from http://www.bdinfosys.com/demo/materialx/)
22:40:38	26275/26275	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Apr%202015%2016:19:52%20GMT	http://www.bdinfosys.com/demo/materialx/images/ghost_rider.jpg	C:/My%20Web%20Sites/TechPlaces/www.bdinfosys.com/demo/materialx/images/ghost_rider.jpg	(from http://www.bdinfosys.com/demo/materialx/)
